,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE,STCODE,FIPSCODE,CTYNAME,FIPSCLASS
22,50109,24695,25414,19100,18902,4504,5207,226,188,181,382,30,26,654,709,1556,1375,1,45,Dale County,H1
23,43178,19930,23248,6037,6544,13615,16418,50,36,86,78,8,5,134,167,201,134,1,47,Dallas County,H1
24,71387,35208,36179,32650,33523,662,669,744,793,118,156,297,263,737,775,5194,4774,1,49,DeKalb County,H1
25,80012,39097,40915,29630,31448,8470,8315,180,157,232,326,41,54,544,615,1106,1087,1,51,Elmore County,H1
26,38213,19698,18515,12082,11866,6600,5640,646,672,40,59,13,6,317,272,461,281,1,53,Escambia County,H1
27,104236,50465,53771,41499,43673,7424,8570,298,253,379,372,173,148,692,755,2006,1614,1,55,Etowah County,H1
28,17062,8429,8633,7330,7498,965,999,31,32,15,26,0,1,88,77,120,103,1,57,Fayette County,H1
29,31729,15799,15930,14571,14841,679,638,253,197,36,51,24,12,236,191,2712,2105,1,59,Franklin County,H1
30,26832,13078,13754,11533,11956,1198,1416,114,115,33,49,11,5,189,213,517,425,1,61,Geneva County,H1
31,8910,4150,4760,796,800,3318,3917,11,7,8,5,0,0,17,31,34,41,1,63,Greene County,H1
32,15364,7289,8075,3069,3119,4150,4874,13,13,11,31,1,0,45,38,94,66,1,65,Hale County,H1
33,17407,8342,9065,5927,6232,2252,2670,32,26,35,44,2,1,94,92,207,190,1,67,Henry County,H1
34,102422,48984,53438,35266,37363,12240,14428,246,245,377,504,30,36,825,862,1643,1473,1,69,Houston County,H1
35,53264,26241,27023,24102,24876,907,917,395,410,109,136,39,23,689,661,759,622,1,71,Jackson County,H1
36,657779,310982,346797,174716,185034,126909,151977,1234,1130,4625,4999,204,169,3294,3488,14241,11125,1,73,Jefferson County,H1
37,14292,6955,7337,6120,6353,723,873,10,13,5,6,1,1,96,91,121,68,1,75,Lamar County,H1
38,92618,44325,48293,38789,41992,4306,5068,206,181,365,380,26,22,633,650,1138,1030,1,77,Lauderdale County,H1
39,34045,16624,17421,13063,13576,1835,2075,975,991,29,30,4,3,718,746,322,304,1,79,Lawrence County,H1
40,144087,71112,72975,52263,51853,15283,17798,310,239,2130,2000,88,59,1038,1026,2866,2197,1,81,Lee County,H1
41,85557,43273,42284,35595,35246,5975,5280,376,343,459,587,73,70,795,758,2598,2163,1,83,Limestone County,H1
42,11119,5229,5890,1424,1407,3742,4418,15,14,14,17,0,0,34,34,58,52,1,85,Lowndes County,H1
43,21269,9803,11466,1767,1744,7871,9521,20,19,35,38,2,3,108,141,194,183,1,87,Macon County,H1
44,339574,166327,173247,118479,119171,38536,43782,1452,1419,3819,4655,227,195,3814,4025,8649,7189,1,89,Madison County,H1
45,20708,9728,10980,4763,5010,4830,5823,19,18,24,33,22,15,70,81,179,200,1,91,Marengo County,H1
46,30727,15283,15444,14286,14686,751,493,56,53,24,41,7,11,159,160,378,315,1,93,Marion County,H1
47,93906,46257,47649,43475,45129,1049,913,586,497,286,312,133,113,728,685,6421,5244,1,95,Marshall County,H1
48,413062,198056,215006,123208,128166,66000,78021,1915,1987,3974,3928,143,97,2816,2807,5718,4717,1,97,Mobile County,H1
49,22776,10956,11820,6181,6455,4433,5009,132,135,43,40,7,4,160,177,110,112,1,99,Monroe County,H1
50,231496,110037,121459,46183,47678,59499,69170,403,366,2524,2599,145,111,1283,1535,4463,3570,1,101,Montgomery County,H1
51,119945,59092,60853,49916,50987,7035,7665,674,620,365,421,89,69,1013,1091,5197,4147,1,103,Morgan County,H1
52,10510,4929,5581,1586,1624,3282,3896,13,7,22,16,3,2,23,36,72,61,1,105,Perry County,H1
53,19359,9265,10094,5475,5566,3619,4388,16,17,16,20,48,22,91,81,203,138,1,107,Pickens County,H1
54,32903,15703,17200,9501,9921,5411,6647,106,104,405,273,20,20,260,235,425,340,1,109,Pike County,H1
55,22802,11068,11734,8719,9107,2136,2407,44,47,31,48,7,2,131,123,345,298,1,111,Randolph County,H1
56,54869,26483,28386,14838,15207,10766,12207,150,134,126,194,70,67,533,577,1225,1113,1,113,Russell County,H1
57,84317,42179,42138,37143,37776,4070,3342,146,141,248,325,33,26,539,528,953,837,1,115,St. Clair County,H1
58,197985,96714,101271,82819,85756,10420,11815,361,352,1874,2146,60,49,1180,1153,6360,5260,1,117,Shelby County,H1
59,13508,6128,7380,1569,1790,4506,5513,3,11,25,36,1,2,24,28,67,43,1,119,Sumter County,H1
60,81821,39757,42064,26492,27517,12387,13671,163,130,178,185,7,6,530,555,1063,609,1,121,Talladega County,H1
61,41453,20136,21317,14610,14933,5122,5974,70,73,100,116,11,6,223,215,613,446,1,123,Tallapoosa County,H1
62,196638,95212,101426,65593,66752,26981,32026,334,309,1277,1283,70,62,957,994,3534,2688,1,125,Tuscaloosa County,H1
63,66641,32503,34138,29884,31367,1892,2076,156,132,114,131,44,21,413,411,811,596,1,127,Walker County,H1
64,17336,8515,8821,5682,5738,2085,2228,652,716,14,16,7,6,75,117,98,82,1,129,Washington County,H1
65,11488,5420,6068,1496,1567,3880,4465,7,10,4,4,2,1,31,21,48,37,1,131,Wilcox County,H1
66,24340,11964,12376,11561,11996,87,80,106,89,26,46,31,17,153,148,359,296,1,133,Winston County,H1
67,3254,2210,1044,585,202,258,20,425,371,860,398,8,11,74,42,332,76,2,13,Aleutians East Borough,H1
68,5588,3767,1821,1618,632,348,38,451,395,1096,625,98,20,156,111,583,191,2,16,Aleutians West Census Area,H5
69,296333,150566,145767,103820,96365,9360,8247,11454,12672,11635,13680,3168,3212,11129,11591,11673,11675,2,20,Anchorage Municipality,H6
70,17459,9086,8373,1124,921,42,51,7394,7006,97,70,13,22,416,303,133,124,2,50,Bethel Census Area,H5
71,1038,564,474,294,209,0,0,179,170,3,6,1,3,87,86,18,15,2,60,Bristol Bay Borough,H1
72,1873,1024,849,923,736,11,1,39,37,7,28,0,1,44,46,26,27,2,68,Denali Borough,H1
73,4957,2563,2394,506,416,12,3,1797,1748,18,20,5,1,225,206,66,51,2,70,Dillingham Census Area,H5
74,98146,51383,46763,40765,35942,2647,2144,3423,3670,1160,1583,225,231,3163,3193,3239,2967,2,90,Fairbanks North Star Borough,H1
75,2569,1292,1277,1084,1047,9,5,127,117,3,16,0,0,69,92,28,25,2,100,Haines Borough,H1
76,2125,1142,983,544,470,4,3,471,391,8,11,1,0,114,108,46,46,2,105,Hoonah-Angoon Census Area,H5
77,32186,16356,15830,11698,11010,227,126,1896,1968,877,1085,144,123,1514,1518,922,849,2,110,Juneau City and Borough,H6
78,56375,29518,26857,25140,22810,232,125,2219,1981,264,429,94,56,1569,1456,903,892,2,122,Kenai Peninsula Borough,H1
79,13635,7014,6621,4908,4461,67,34,950,990,446,529,18,13,625,594,325,271,2,130,Ketchikan Gateway Borough,H1
80,13807,7370,6437,4351,3635,86,50,944,930,1417,1335,53,42,519,445,593,480,2,150,Kodiak Island Borough,H1
81,1655,884,771,236,160,7,4,554,517,4,1,3,2,80,87,26,21,2,164,Lake and Peninsula Borough,H1
82,91841,47442,44399,40726,37646,590,433,2646,2597,453,756,148,123,2879,2844,1801,1819,2,170,Matanuska-Susitna Borough,H1
83,9834,5233,4601,930,744,26,20,3876,3516,55,57,4,10,342,254,89,63,2,180,Nome Census Area,H5
84,9533,5949,3584,2583,655,71,33,2697,2437,261,203,76,39,261,217,183,97,2,185,North Slope Borough,H1
85,7723,4143,3580,575,356,18,33,3245,2975,27,28,8,4,270,184,56,38,2,188,Northwest Arctic Borough,H1
86,6377,3489,2888,1748,1302,17,7,1412,1275,10,19,14,12,288,273,105,70,2,198,Prince of Wales-Hyder Census Area,H5
87,8914,4504,4410,3019,2888,34,25,740,764,262,298,17,14,432,421,221,241,2,220,Sitka City and Borough,H6
88,958,505,453,460,410,1,1,21,21,2,4,1,0,20,17,17,16,2,230,Skagway Municipality,H1
89,7144,3951,3193,3239,2551,60,26,424,384,29,57,15,14,184,161,155,135,2,240,Southeast Fairbanks Census Area,H5
90,9731,5181,4550,3920,3319,47,23,673,641,169,198,32,31,340,338,179,191,2,261,Valdez-Cordova Census Area,H5
91,2385,1249,1136,941,798,1,3,187,199,12,22,0,1,108,113,13,26,2,275,Wrangell City and Borough,H1
92,651,363,288,157,110,8,0,117,113,20,12,5,6,56,47,9,9,2,282,Yakutat City and Borough,H1
93,5731,3121,2610,728,556,8,6,2197,1914,4,12,7,0,177,122,52,31,2,290,Yukon-Koyukuk Census Area,H5
94,72387,36022,36365,8986,8542,190,149,26079,26953,112,144,22,8,633,569,2354,2036,4,1,Apache County,H1
95,132996,67926,65070,59824,57559,3540,2593,1234,960,1036,1710,233,261,2059,1987,21808,21959,4,3,Cochise County,H1
96,134182,66426,67756,44599,44328,972,895,18120,19525,905,1152,93,157,1737,1699,9336,9145,4,5,Coconino County,H1
97,53473,26543,26930,21719,21972,188,138,4091,4248,126,176,28,23,391,373,4985,4860,4,7,Gila County,H1
98,37081,19882,17199,16131,13908,599,164,2666,2715,124,100,44,31,318,281,6511,4950,4,9,Graham County,H1
99,8589,4473,4116,4145,3815,68,49,140,139,32,30,6,2,82,81,2092,2008,4,11,Greenlee County,H1
100,20479,10510,9969,8376,7721,109,93,1672,1776,57,81,10,8,286,290,2700,2367,4,12,La Paz County,H1
101,3871957,1913480,1958477,1633345,1668889,107385,104650,49554,52585,69557,77796,5283,4964,48356,49593,577695,572761,4,13,Maricopa County,H1
102,202671,101893,100778,94424,93238,1455,882,2773,2852,924,1407,222,228,2095,2171,15897,14852,4,15,Mohave County,H1
103,107429,53855,53574,28761,27200,694,388,23035,24562,264,377,47,47,1054,1000,6339,5351,4,17,Navajo County,H1
104,988024,485907,502117,417361,433364,21094,17991,20201,20939,13012,15568,1097,1092,13142,13163,169271,176451,4,19,Pima County,H1
105,378044,198766,179278,163607,151672,10553,7894,14550,10906,3629,3503,1389,396,5038,4907,59189,49883,4,21,Pinal County,H1
106,47657,22744,24913,21995,24153,166,150,299,273,130,178,14,29,140,130,18646,20884,4,23,Santa Cruz County,H1
107,211135,103488,107647,97444,101422,875,658,2125,2090,811,1157,130,141,2103,2179,14804,14247,4,25,Yavapai County,H1
108,202628,103461,99167,94318,91439,3303,1970,2297,2017,1333,1629,247,231,1963,1881,60695,60816,4,27,Yuma County,H1
109,18883,9153,9730,6747,7036,2218,2472,30,26,51,60,1,1,106,135,341,208,5,1,Arkansas County,H1
110,21651,10472,11179,7687,7915,2569,3045,71,66,21,33,11,4,113,116,581,461,5,3,Ashley County,H1
111,41273,19872,21401,19342,20803,52,39,135,126,71,126,7,11,265,296,370,368,5,5,Baxter County,H1
112,227899,112581,115318,101853,104960,2043,1785,2099,2205,3746,3557,463,420,2377,2391,18295,17343,5,7,Benton County,H1
113,37045,18187,18858,17559,18243,75,45,145,129,61,119,13,13,334,309,381,378,5,9,Boone County,H1
114,11450,5553,5897,3883,4051,1482,1666,95,84,18,24,1,1,74,71,845,718,5,11,Bradley County,H1
115,5286,2681,2605,2092,1960,541,596,13,8,5,7,1,0,29,34,94,71,5,13,Calhoun County,H1
116,27449,13516,13933,12894,13324,87,61,151,158,74,123,46,37,264,230,1948,1736,5,15,Carroll County,H1
117,11680,5741,5939,2620,2531,3030,3313,20,18,30,30,1,3,40,44,321,266,5,17,Chicot County,H1
118,22944,10939,12005,8196,8672,2467,3010,68,67,74,84,1,4,133,168,478,479,5,19,Clark County,H1
119,15829,7751,8078,7598,7908,39,34,18,31,14,10,2,1,80,94,140,102,5,21,Clay County,H1
120,25924,12783,13141,12442,12790,64,37,77,93,19,38,5,3,176,180,284,264,5,23,Cleburne County,H1
121,8664,4265,4399,3737,3815,479,518,9,14,2,7,3,1,35,44,77,72,5,25,Cleveland County,H1
122,24685,11801,12884,7345,7722,4196,4880,61,32,90,108,3,4,106,138,357,255,5,27,Columbia County,H1
123,21147,10426,10721,8971,9171,1125,1221,87,84,48,41,2,1,193,203,402,369,5,29,Conway County,H1
124,98390,47995,50395,40182,41692,6206,7072,235,275,578,565,22,21,772,770,2466,2010,5,31,Craighead County,H1
125,61830,30442,31388,28095,28843,450,432,724,796,431,473,15,17,727,827,1944,1871,5,33,Crawford County,H1
126,50514,23983,26531,11566,11991,11960,13962,73,93,135,186,8,11,241,288,559,494,5,35,Crittenden County,H1
127,17739,8546,9193,6504,6886,1890,2136,24,28,42,44,1,2,85,97,140,126,5,37,Cross County,H1
128,8080,3942,4138,2219,2284,1651,1779,14,18,5,7,1,0,52,50,114,88,5,39,Dallas County,H1
129,12702,5939,6763,3087,3265,2737,3402,22,20,28,17,8,8,57,51,296,277,5,41,Desha County,H1
130,18715,9140,9575,6381,6650,2565,2735,24,42,64,50,3,2,103,96,249,241,5,43,Drew County,H1
131,116308,56936,59372,49038,50604,5785,6446,353,434,676,739,35,30,1049,1119,2461,2083,5,45,Faulkner County,H1
132,17994,8935,9059,8544,8666,87,63,92,101,83,82,13,7,116,140,225,187,5,47,Franklin County,H1
133,12289,6052,6237,5893,6039,24,25,37,41,6,24,1,0,91,108,75,53,5,49,Fulton County,H1
134,96603,46826,49777,41230,43973,3912,3973,324,340,298,429,38,23,1024,1039,2552,2223,5,51,Garland County,H1
135,17958,8957,9001,8571,8624,211,208,54,38,18,34,7,2,96,95,241,185,5,53,Grant County,H1
136,42733,20960,21773,20373,21179,165,121,104,115,54,78,4,6,260,274,522,468,5,55,Greene County,H1
137,22513,10897,11616,7488,7701,3074,3591,67,71,54,56,13,18,201,179,1449,1290,5,57,Hempstead County,H1
138,33033,16910,16123,14553,13957,1937,1723,88,91,42,70,8,10,282,272,522,435,5,59,Hot Spring County,H1
139,13819,6700,7119,5186,5353,1314,1547,63,68,50,53,7,15,80,83,692,680,5,61,Howard County,H1
140,36831,18018,18813,17089,17870,410,364,123,123,133,168,40,29,223,259,1190,1029,5,63,Independence County,H1
141,13578,6994,6584,6649,6392,171,16,63,71,17,23,0,2,94,80,147,76,5,65,Izard County,H1
142,17848,8826,9022,7134,7268,1504,1522,53,51,25,32,4,13,106,136,280,199,5,67,Jackson County,H1
143,76024,37401,38623,16382,15821,20133,21889,131,118,298,345,19,23,438,427,699,594,5,69,Jefferson County,H1
144,25689,12727,12962,11982,12273,266,213,159,137,86,127,19,16,215,196,1726,1530,5,71,Johnson County,H1
145,7541,3653,3888,2318,2314,1286,1507,14,17,12,17,0,0,23,33,83,60,5,73,Lafayette County,H1
146,17285,8433,8852,8219,8631,71,82,35,34,10,17,2,2,96,86,92,85,5,75,Lawrence County,H1
147,10270,5716,4554,2571,1794,3030,2646,29,23,23,21,2,0,61,70,115,71,5,77,Lee County,H1
148,14332,8731,5601,5567,4200,3021,1293,34,22,30,10,1,0,78,76,322,164,5,79,Lincoln County,H1
149,12955,6322,6633,4883,5005,1193,1342,106,114,15,27,2,2,123,143,182,184,5,81,Little River County,H1
150,22285,11135,11150,10410,10516,180,152,130,124,222,174,3,1,190,183,276,239,5,83,Logan County,H1
151,69437,34270,35167,31269,31740,1966,2241,222,205,210,380,40,18,563,583,1362,1086,5,85,Lonoke County,H1
152,15689,7857,7832,7569,7520,21,23,128,115,35,48,3,7,101,119,424,353,5,87,Madison County,H1
153,16652,8304,8348,8079,8093,19,29,61,75,8,28,4,4,133,119,149,160,5,89,Marion County,H1
154,43746,21559,22187,15959,15858,5026,5660,152,169,101,119,9,14,312,367,640,541,5,91,Miller County,H1
155,46039,22344,23695,14441,14762,7403,8419,107,75,126,138,4,7,263,294,884,764,5,93,Mississippi County,H1
156,8065,3852,4213,2201,2373,1555,1752,21,20,22,18,0,0,53,50,94,66,5,95,Monroe County,H1
157,9386,4701,4685,4504,4484,21,22,51,44,22,34,1,1,102,100,172,168,5,97,Montgomery County,H1
158,9008,4408,4600,2972,3070,1324,1444,25,19,10,17,1,0,76,50,132,119,5,99,Nevada County,H1
159,8277,4153,4124,4011,3946,8,5,43,57,5,20,1,0,85,96,60,71,5,101,Newton County,H1
160,25718,12161,13557,7176,7554,4680,5699,50,43,48,53,4,7,203,201,258,186,5,103,Ouachita County,H1
161,10394,5173,5221,4921,5005,116,92,42,35,8,11,1,1,85,77,152,115,5,105,Perry County,H1
162,21401,10003,11398,3741,3909,6088,7338,34,30,37,28,0,1,103,92,167,146,5,107,Phillips County,H1
163,11236,5594,5642,5241,5317,176,159,58,44,33,46,0,2,86,74,408,349,5,109,Pike County,H1
164,24431,11886,12545,10791,11383,876,944,33,30,15,33,5,4,166,151,312,251,5,111,Poinsett County,H1
165,20561,10117,10444,9589,9956,46,39,195,179,43,57,5,1,239,212,636,597,5,113,Polk County,H1
166,62629,31070,31559,28751,29456,1033,828,297,306,312,337,24,24,653,608,2385,2122,5,115,Pope County,H1
167,8579,4245,4334,3677,3717,499,561,15,14,4,5,3,0,47,37,47,41,5,117,Prairie County,H1
168,386827,185777,201050,114134,118180,63107,73716,1137,987,3656,4374,191,128,3552,3665,12614,9937,5,119,Pulaski County,H1
169,17977,8840,9137,8594,8893,81,70,46,37,8,26,1,4,110,107,179,131,5,121,Randolph County,H1
170,27961,15250,12711,7193,5428,7616,7023,145,42,90,63,9,3,197,152,1002,171,5,123,St. Francis County,H1
171,109918,54223,55695,49931,51113,2788,2878,349,313,456,587,14,24,685,780,2277,1959,5,125,Saline County,H1
172,11244,5669,5575,5211,5082,36,33,111,124,197,207,1,2,113,127,455,380,5,127,Scott County,H1
173,8069,4024,4045,3874,3881,12,10,49,55,5,9,2,0,82,90,74,54,5,129,Searcy County,H1
174,126916,62252,64664,51990,54062,4138,4245,1450,1349,2623,2834,127,128,1924,2046,8387,7781,5,131,Sebastian County,H1
175,17176,8514,8662,7668,7713,367,421,268,288,28,42,6,7,177,191,2848,2575,5,133,Sevier County,H1
176,17277,8556,8721,8220,8417,64,49,104,75,22,35,1,2,145,143,143,157,5,135,Sharp County,H1
177,12558,6211,6347,6007,6188,15,7,55,38,21,26,3,1,110,87,96,86,5,137,Stone County,H1
178,41358,20114,21244,13224,13479,6452,7248,87,98,94,144,10,8,247,267,812,666,5,139,Union County,H1
179,17199,8546,8653,8248,8338,43,39,75,69,18,39,2,0,160,168,260,223,5,141,Van Buren County,H1
180,207882,103905,103977,91599,92080,3601,3050,1464,1478,2437,2484,2376,2245,2428,2640,16953,15601,5,143,Washington County,H1
181,78133,38308,39825,35507,37019,1655,1542,247,261,233,259,22,27,644,717,1693,1359,5,145,White County,H1
182,7189,3439,3750,2457,2633,911,1032,9,11,9,7,1,4,52,63,55,44,5,147,Woodruff County,H1
183,21939,10911,11028,10315,10439,214,178,90,99,151,179,11,7,130,126,2159,2004,5,149,Yell County,H1
184,1533052,751407,781645,403716,401951,93110,105187,9178,8729,200383,218515,7251,7657,37769,39606,176138,170010,6,1,Alameda County,H1
185,1111,577,534,446,391,0,1,109,126,2,7,0,0,20,9,49,29,6,3,Alpine County,H1
186,37538,20292,17246,18047,16000,867,79,484,332,226,233,62,40,606,562,3068,1667,6,5,Amador County,H1
187,220019,108977,111042,94818,97123,2121,1686,2626,2657,4793,4789,297,280,4322,4507,16419,15671,6,7,Butte County,H1
188,45101,22581,22520,20834,20838,266,142,414,400,282,346,43,42,742,752,2530,2269,6,9,Calaveras County,H1
189,21389,10999,10390,10139,9543,139,107,275,286,162,178,57,58,227,218,6328,5657,6,11,Colusa County,H1
190,1066636,520040,546596,361540,370079,48017,55418,5260,5046,77202,86753,2881,3124,25140,26176,132052,130285,6,13,Contra Costa County,H1
191,28468,15816,12652,12341,10242,1037,49,1272,1228,489,500,23,19,654,614,3567,1656,6,15,Del Norte County,H1
192,180905,90482,90423,82134,81648,921,679,1261,1216,3027,3658,167,197,2972,3025,11202,10843,6,17,El Dorado County,H1
193,940971,469425,471546,365201,365581,27692,27804,14166,14029,48148,49338,1181,1193,13037,13601,243245,235245,6,19,Fresno County,H1
194,28199,14265,13934,12853,12600,187,118,445,415,412,397,20,25,348,379,5673,5088,6,21,Glenn County,H1
195,135267,67882,67385,57591,56985,1032,687,4120,4236,1573,1764,220,204,3346,3509,7084,6643,6,23,Humboldt County,H1
196,176372,90473,85899,79831,78158,4787,1721,2174,2377,2005,1992,164,153,1512,1498,70969,71831,6,25,Imperial County,H1
197,18399,9264,9135,7660,7470,95,58,1115,1170,120,148,17,8,257,281,1867,1797,6,27,Inyo County,H1
198,849949,437924,412025,363901,341953,29568,24458,11468,11046,19618,20955,1155,1077,12214,12536,222095,201807,6,29,Kern County,H1
199,151969,85137,66832,68425,55380,8251,3443,2351,2011,3056,3345,218,231,2836,2422,43496,34891,6,31,Kings County,H1
200,64264,32197,32067,28380,28343,718,559,1304,1328,368,470,74,73,1353,1294,5864,5424,6,33,Lake County,H1
201,34298,22125,12173,17293,10758,2932,132,902,522,278,167,115,78,605,516,4835,1309,6,35,Lassen County,H1
202,9896602,4875584,5021018,3552545,3551097,432174,487544,74680,71222,663892,753320,18312,18449,133981,139386,2372005,2378996,6,37,Los Angeles County,H1
203,152089,73362,78727,64284,67104,2142,4352,3385,3492,1608,1798,178,185,1765,1796,41616,41244,6,39,Madera County,H1
204,255403,125573,129830,108090,112435,5063,2691,1665,1150,6129,8550,302,351,4324,4653,21389,18624,6,41,Marin County,H1
205,18191,9240,8951,8376,8139,108,56,313,268,108,136,19,11,316,341,891,820,6,43,Mariposa County,H1
206,87495,43679,43816,38145,38118,512,290,2695,2687,630,1022,93,92,1604,1607,10535,9390,6,45,Mendocino County,H1
207,259784,130830,128954,107369,105971,5736,5370,3251,3081,10363,10363,489,395,3622,3774,73834,70880,6,47,Merced County,H1
208,9497,4803,4694,4298,4216,76,25,231,236,42,45,12,13,144,159,695,636,6,49,Modoc County,H1
209,14405,7668,6737,7122,6207,51,30,187,190,92,138,23,8,193,164,1994,1827,6,51,Mono County,H1
210,421466,216604,204862,178894,169251,9500,5823,5870,5362,13296,15483,1323,1222,7721,7721,123441,112729,6,53,Monterey County,H1
211,137998,68830,69168,59184,59254,1687,1340,890,848,4748,5429,248,269,2073,2028,23516,21511,6,55,Napa County,H1
212,98779,48818,49961,45939,46940,290,188,619,579,549,741,65,60,1356,1453,4462,4138,6,57,Nevada County,H1
213,3056084,1510628,1545456,1138874,1148357,31660,29621,16576,16204,270450,297996,5988,5789,47080,47489,521484,514649,6,59,Orange County,H1
214,356832,174294,182538,152024,158539,2971,2549,1948,2002,10335,12225,481,449,6535,6774,23453,23283,6,61,Placer County,H1
215,19684,9872,9812,9017,8981,119,85,296,306,74,88,14,6,352,346,835,774,6,63,Plumas County,H1
216,2237433,1113441,1123992,905698,907317,78055,77917,20722,20514,68681,77255,4729,4648,35556,36341,518025,513040,6,65,Riverside County,H1
217,1435548,702798,732750,462439,477896,76928,80258,11041,11217,104441,112762,8085,8513,39864,42104,158003,155248,6,67,Sacramento County,H1
218,56197,28149,28048,25072,24922,380,306,821,873,835,958,105,79,936,910,16138,15844,6,69,San Benito County,H1
219,2064200,1026099,1038101,803215,801484,96467,102463,20911,20648,67819,74748,4640,4615,33047,34143,515925,515499,6,71,San Bernardino County,H1
220,3142256,1576270,1565986,1220620,1198426,92287,82401,21234,20222,168777,191571,9455,9247,63897,64119,503907,514667,6,73,San Diego County,H1
221,816231,414400,401831,237289,207260,26048,24541,3968,3005,128696,148911,1914,1929,16485,16185,65877,58641,6,75,San Francisco County,H6
222,695432,346148,349284,238869,238315,28267,28911,7037,6668,52659,55767,2536,2437,16780,17186,139598,134316,6,77,San Joaquin County,H1
223,271208,138605,132603,122585,119911,4769,1404,1920,1848,4809,4912,277,249,4245,4279,30367,27110,6,79,San Luis Obispo County,H1
224,729435,358396,371039,233785,234886,11467,11184,3408,3025,88740,100589,5679,5971,15317,15384,93688,91731,6,81,San Mateo County,H1
225,426131,213512,212619,184520,183868,5671,4348,4847,4482,10948,12190,597,436,6929,7295,95198,89892,6,83,Santa Barbara County,H1
226,1814205,910510,903695,535555,518053,27104,25346,12569,12125,295313,308661,4393,4516,35576,34994,247933,239757,6,85,Santa Clara County,H1
227,264971,131911,133060,116500,117060,2055,1624,2379,2223,5794,6777,234,241,4949,5135,43562,42434,6,87,Santa Cruz County,H1
228,177969,87426,90543,77711,80866,949,733,2751,2761,2299,2425,168,142,3548,3616,7758,7653,6,89,Shasta County,H1
229,3105,1569,1536,1486,1472,9,2,27,24,4,8,2,1,41,29,142,130,6,91,Sierra County,H1
230,44672,22251,22421,19537,19699,366,245,1005,1009,281,319,66,47,996,1102,2431,2311,6,93,Siskiyou County,H1
231,416754,207916,208838,128013,124993,32155,31219,2644,2453,29456,34275,2091,2104,13557,13794,52479,49696,6,95,Solano County,H1
232,487778,239457,248321,210617,218343,5009,3926,5365,5267,8999,10746,826,1003,8641,9036,64071,59127,6,97,Sonoma County,H1
