,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE,STCODE,FIPSCODE,CTYNAME,FIPSCLASS
29,31507,15679,15828,14326,14668,775,669,257,193,39,58,25,35,257,205,2737,2151,1,59,Franklin County,H1
30,26752,13138,13614,11505,11835,1231,1363,138,116,40,60,11,5,213,235,534,399,1,61,Geneva County,H1
31,8706,4138,4568,820,792,3276,3725,12,9,13,12,0,0,17,30,33,49,1,63,Greene County,H1
32,15316,7232,8084,3065,3186,4093,4807,13,15,12,30,2,0,47,46,100,70,1,65,Hale County,H1
33,17206,8313,8893,5955,6145,2164,2584,37,26,44,52,2,1,111,85,235,202,1,67,Henry County,H1
34,103610,49693,53917,35436,37498,12699,14654,255,254,391,521,33,44,879,946,1754,1570,1,69,Houston County,H1
35,52921,26048,26873,23910,24715,894,900,393,418,113,139,36,24,702,677,778,665,1,71,Jackson County,H1
36,658913,311510,347403,173472,183556,128244,153508,1132,1079,4915,5298,201,165,3546,3797,13472,11258,1,73,Jefferson County,H1
37,14187,6920,7267,6088,6275,716,868,11,17,4,6,1,1,100,100,115,83,1,75,Lamar County,H1
38,92729,44366,48363,38799,41948,4313,5140,211,195,370,392,28,20,645,668,1174,1056,1,77,Lauderdale County,H1
39,33567,16344,17223,12854,13423,1775,2042,974,971,31,38,4,2,706,747,386,327,1,79,Lawrence County,H1
40,151506,74827,76679,54475,53739,16357,19097,321,249,2421,2373,86,68,1167,1153,3208,2476,1,81,Lee County,H1
41,88870,44804,44066,36671,36513,6232,5581,375,356,516,675,82,75,928,866,2703,2390,1,83,Limestone County,H1
42,10725,5107,5618,1393,1355,3647,4189,18,13,8,18,1,0,40,43,60,59,1,85,Lowndes County,H1
43,19852,9117,10735,1648,1602,7295,8950,17,19,32,27,2,1,123,136,154,124,1,87,Macon County,H1
44,346720,169459,177261,120261,120983,39637,45368,1419,1445,3892,4934,224,178,4026,4353,8613,7488,1,89,Madison County,H1
45,20210,9471,10739,4661,4972,4659,5614,26,21,24,37,21,15,80,80,239,231,1,91,Marengo County,H1
46,30278,15059,15219,14019,14424,767,498,52,54,31,55,9,11,181,177,415,325,1,93,Marion County,H1
47,94377,46358,48019,43432,45319,1212,1031,539,472,289,365,132,106,754,726,6507,5387,1,95,Marshall County,H1
48,414121,198266,215855,121964,127522,67040,79046,1955,2065,4087,4050,127,110,3093,3062,5765,5088,1,97,Mobile County,H1
49,22154,10552,11602,6005,6297,4201,4931,133,146,46,38,7,3,160,187,120,115,1,99,Monroe County,H1
50,227000,107558,119442,44007,45547,58889,68949,377,375,2808,2857,139,100,1338,1614,4155,3504,1,101,Montgomery County,H1
51,119654,58865,60789,49471,50782,7175,7734,651,592,367,477,75,69,1126,1135,5065,4188,1,103,Morgan County,H1
52,9993,4674,5319,1522,1550,3093,3697,14,7,22,19,3,2,20,44,69,68,1,105,Perry County,H1
53,19365,9302,10063,5510,5588,3600,4316,17,18,27,35,44,21,104,85,258,169,1,107,Pickens County,H1
54,33630,16108,17522,9679,10086,5601,6785,113,107,431,267,18,19,266,258,406,364,1,109,Pike County,H1
55,22630,10989,11641,8622,8975,2125,2414,49,54,34,45,8,7,151,146,354,326,1,111,Randolph County,H1
56,59497,29187,30310,16033,16019,12043,13073,160,147,192,292,83,69,676,710,1542,1351,1,113,Russell County,H1
57,86210,43044,43166,37656,38355,4360,3682,167,157,265,372,36,28,560,572,1027,888,1,115,St. Clair County,H1
58,203925,99319,104606,84317,87884,11280,12748,386,361,1978,2259,48,45,1310,1309,6516,5468,1,117,Shelby County,H1
59,13402,6061,7341,1605,1807,4363,5424,3,12,61,59,1,2,28,37,73,60,1,119,Sumter County,H1
60,81314,39491,41823,26082,27115,12444,13758,171,136,216,206,8,9,570,599,1109,666,1,121,Talladega County,H1
61,41191,20057,21134,14438,14732,5209,5955,69,79,91,123,8,6,242,239,599,450,1,123,Tallapoosa County,H1
62,200615,96778,103837,65760,67429,28122,33497,349,334,1403,1422,72,70,1072,1085,3502,2892,1,125,Tuscaloosa County,H1
63,65929,32087,33842,29355,30955,1969,2131,163,142,127,146,42,21,431,447,841,661,1,127,Walker County,H1
64,16869,8235,8634,5533,5616,1963,2165,615,689,35,34,7,6,82,124,112,109,1,129,Washington County,H1
65,11210,5342,5868,1532,1604,3756,4221,7,11,8,4,2,1,37,27,50,44,1,131,Wilcox County,H1
66,24154,11893,12261,11470,11837,103,104,100,96,24,44,30,18,166,162,350,306,1,133,Winston County,H1
67,3314,2284,1030,585,193,289,22,369,337,957,426,13,11,71,41,349,82,2,13,Aleutians East Borough,H1
68,5699,3849,1850,1600,632,389,44,421,351,1187,680,97,26,155,117,600,214,2,16,Aleutians West Census Area,H5
69,301537,154898,146639,105410,95302,10359,8588,11666,12917,12566,14543,3442,3495,11455,11794,13578,12583,2,20,Anchorage Municipality,H6
70,17862,9269,8593,1153,974,59,74,7545,7117,96,76,14,27,402,325,174,170,2,50,Bethel Census Area,H5
71,954,525,429,266,184,0,0,170,158,4,7,0,3,85,77,20,17,2,60,Bristol Bay Borough,H1
72,1934,1046,888,937,764,18,7,37,37,11,35,0,1,43,44,28,36,2,68,Denali Borough,H1
73,4991,2584,2407,500,409,18,7,1821,1745,17,25,6,2,222,219,76,63,2,70,Dillingham Census Area,H5
74,101007,54498,46509,43020,35454,3295,2325,3524,3668,1309,1668,224,266,3126,3128,4301,3401,2,90,Fairbanks North Star Borough,H1
75,2563,1277,1286,1053,1020,10,4,132,120,3,23,0,0,79,119,37,30,2,100,Haines Borough,H1
76,2142,1151,991,554,499,6,6,467,373,14,8,1,1,109,104,48,51,2,105,Hoonah-Angoon Census Area,H5
77,32645,16668,15977,11818,11051,308,194,1918,1944,907,1131,185,156,1532,1501,1028,1002,2,110,Juneau City and Borough,H6
78,57070,29860,27210,25404,23029,306,178,2188,1983,285,463,100,66,1577,1491,1114,1046,2,122,Kenai Peninsula Borough,H1
79,13673,7100,6573,4946,4414,76,44,951,964,491,537,22,15,614,599,368,317,2,130,Ketchikan Gateway Borough,H1
80,14097,7625,6472,4523,3624,121,66,928,924,1473,1359,80,52,500,447,667,528,2,150,Kodiak Island Borough,H1
81,1652,869,783,219,176,7,5,559,520,8,1,3,2,73,79,29,24,2,164,Lake and Peninsula Borough,H1
82,95877,50163,45714,42464,38393,761,493,3155,2832,499,807,177,144,3107,3045,2206,2127,2,170,Matanuska-Susitna Borough,H1
83,9888,5228,4660,941,777,35,31,3858,3520,65,58,6,9,323,265,111,90,2,180,Nome Census Area,H5
84,9739,6058,3681,2618,672,78,35,2694,2455,297,229,94,51,277,239,232,136,2,185,North Slope Borough,H1
85,7716,4164,3552,608,394,21,41,3228,2905,32,29,10,4,265,179,83,58,2,188,Northwest Arctic Borough,H1
86,6396,3507,2889,1699,1297,16,5,1450,1293,18,24,15,14,309,256,126,84,2,198,Prince of Wales-Hyder Census Area,H5
87,9003,4591,4412,3117,2904,44,52,730,732,272,301,15,14,413,409,273,282,2,220,Sitka City and Borough,H6
88,1010,532,478,475,422,1,2,29,28,6,4,2,1,19,21,27,18,2,230,Skagway Municipality,H1
89,7004,3906,3098,3183,2445,67,33,417,389,42,55,17,17,180,159,193,149,2,240,Southeast Fairbanks Census Area,H5
90,9771,5148,4623,3898,3368,53,28,653,644,166,218,34,29,344,336,214,226,2,261,Valdez-Cordova Census Area,H5
91,2408,1236,1172,921,812,3,5,188,206,15,25,0,1,109,123,19,34,2,275,Wrangell City and Borough,H1
92,636,356,280,146,103,13,2,117,120,21,9,5,5,54,41,15,10,2,282,Yakutat City and Borough,H1
93,5661,3039,2622,711,565,12,14,2140,1905,5,12,9,0,162,126,59,51,2,290,Yukon-Koyukuk Census Area,H5
94,71953,35637,36316,8743,8282,273,247,25826,27030,126,168,24,10,645,579,2420,2160,4,1,Apache County,H1
95,129605,66100,63505,58090,56036,3457,2549,1236,993,1042,1702,256,255,2019,1970,22039,22211,4,3,Cochise County,H1
96,136612,67555,69057,45358,45240,1097,1034,18116,19502,1016,1312,99,166,1869,1803,9529,9376,4,5,Coconino County,H1
97,53025,26305,26720,21217,21413,238,202,4273,4444,138,221,37,26,402,414,4985,4835,4,7,Gila County,H1
98,37386,19930,17456,16259,14153,566,188,2595,2686,132,98,41,37,337,294,6704,5146,4,9,Graham County,H1
99,8908,4650,4258,4262,3910,91,64,149,159,32,33,8,3,108,89,2145,2048,4,11,Greenlee County,H1
100,20377,10405,9972,8210,7662,112,101,1721,1814,78,97,10,10,274,288,2760,2436,4,12,La Paz County,H1
101,4015328,1985334,2029994,1681548,1717346,115405,111990,53303,56289,76162,84563,5615,5274,53301,54532,605671,601463,4,13,Maricopa County,H1
102,202839,102148,100691,94246,92868,1625,967,2911,2960,911,1442,228,217,2227,2237,16509,15142,4,15,Mohave County,H1
103,107424,53775,53649,28252,26742,826,488,23322,24930,277,415,54,49,1044,1025,6496,5405,4,17,Navajo County,H1
104,997418,490506,506912,419176,435669,21869,18573,20867,21466,13755,16345,1160,1121,13679,13738,174260,182218,4,19,Pima County,H1
105,385360,201402,183958,165894,155026,10403,8199,14834,11518,3612,3573,1328,391,5331,5251,60670,51520,4,21,Pinal County,H1
106,47120,22574,24546,21745,23689,197,179,302,287,140,183,19,32,171,176,18465,20507,4,23,Santa Cruz County,H1
107,215271,105253,110018,98759,103228,1002,798,2319,2286,862,1263,161,149,2150,2294,15466,14755,4,25,Yavapai County,H1
108,202173,103024,99149,93735,91099,3300,2032,2363,2090,1378,1697,242,251,2006,1980,62164,61790,4,27,Yuma County,H1
109,18791,9102,9689,6706,6952,2180,2460,32,33,70,89,2,1,112,154,320,205,5,1,Arkansas County,H1
110,21238,10261,10977,7493,7760,2518,2965,80,71,20,33,10,5,140,143,582,491,5,3,Ashley County,H1
111,40965,19754,21211,19153,20597,74,58,151,129,87,137,7,11,282,279,430,390,5,5,Baxter County,H1
112,237580,117454,120126,105378,108559,2356,2051,2176,2354,4370,4045,494,426,2680,2691,19488,18366,5,7,Benton County,H1
113,37387,18434,18953,17787,18291,80,73,144,145,60,128,13,10,350,306,440,410,5,9,Boone County,H1
114,11145,5420,5725,3791,3908,1428,1628,93,89,18,24,2,1,88,75,851,694,5,11,Bradley County,H1
115,5214,2667,2547,2057,1912,551,577,16,10,7,8,1,0,35,40,107,78,5,13,Calhoun County,H1
116,27725,13620,14105,12920,13390,97,97,166,182,100,126,65,63,272,247,2071,1917,5,15,Carroll County,H1
117,11360,5582,5778,2518,2450,2963,3215,24,20,29,30,1,3,47,60,338,273,5,17,Chicot County,H1
118,22666,10838,11828,8051,8516,2491,2982,65,68,79,86,2,4,150,172,498,499,5,19,Clark County,H1
119,15312,7524,7788,7341,7603,49,37,23,36,16,12,0,1,95,99,148,116,5,21,Clay County,H1
120,25695,12681,13014,12314,12624,68,50,95,106,21,57,7,3,176,174,334,278,5,23,Cleburne County,H1
121,8538,4156,4382,3601,3792,484,516,16,17,5,9,3,1,47,47,83,88,5,25,Cleveland County,H1
122,24305,11648,12657,7237,7598,4084,4744,73,47,107,105,5,6,142,157,389,265,5,27,Columbia County,H1
123,21151,10374,10777,8878,9152,1145,1270,98,78,48,47,3,2,202,228,414,385,5,29,Conway County,H1
124,101678,49519,52159,41167,42870,6730,7574,236,316,558,572,29,24,799,803,2535,2198,5,31,Craighead County,H1
125,61622,30364,31258,27940,28630,476,437,722,773,441,528,16,18,769,872,2074,2045,5,33,Crawford County,H1
126,49738,23564,26174,11282,11703,11780,13880,78,94,140,177,7,11,277,309,589,529,5,35,Crittenden County,H1
127,17479,8446,9033,6387,6742,1885,2100,27,30,44,45,1,3,102,113,172,141,5,37,Cross County,H1
128,7922,3844,4078,2191,2264,1579,1729,14,25,7,6,1,0,52,54,132,98,5,39,Dallas County,H1
129,12450,5800,6650,2973,3236,2705,3310,25,21,26,19,8,9,63,55,287,278,5,41,Desha County,H1
130,18708,9122,9586,6396,6651,2503,2740,26,41,88,54,3,3,106,97,279,272,5,43,Drew County,H1
131,119409,58472,60937,49905,51552,6302,6968,377,446,742,747,38,42,1108,1182,2596,2213,5,45,Faulkner County,H1
132,17924,8861,9063,8446,8623,90,71,106,121,79,89,15,6,125,153,260,248,5,47,Franklin County,H1
133,12242,6045,6197,5857,6015,27,29,45,38,7,25,4,0,105,90,78,62,5,49,Fulton County,H1
134,97006,46858,50148,41016,44050,4037,4196,332,339,337,444,42,27,1094,1092,2646,2424,5,51,Garland County,H1
135,18059,8956,9103,8502,8655,244,239,60,38,22,40,7,2,121,129,230,205,5,53,Grant County,H1
136,43082,21142,21940,20485,21323,196,137,107,112,60,72,4,8,290,288,569,571,5,55,Greene County,H1
137,22408,10802,11606,7414,7640,3042,3621,65,74,49,62,13,19,219,190,1465,1342,5,57,Hempstead County,H1
138,33413,17382,16031,14815,13864,2106,1705,102,93,47,70,10,9,302,290,583,466,5,59,Hot Spring County,H1
139,13507,6580,6927,5015,5213,1358,1498,68,71,44,46,6,12,89,87,712,710,5,61,Howard County,H1
140,36879,17999,18880,17037,17875,427,389,121,125,119,169,44,30,251,292,1197,1035,5,63,Independence County,H1
141,13374,6891,6483,6530,6273,175,23,69,67,18,26,0,3,99,91,153,85,5,65,Izard County,H1
142,17655,8736,8919,6992,7121,1539,1529,60,56,25,44,9,12,111,157,277,195,5,67,Jackson County,H1
143,73159,35860,37299,15542,15050,19329,21265,142,134,321,341,31,43,495,466,734,640,5,69,Jefferson County,H1
144,25905,12889,13016,12021,12245,291,249,165,143,140,162,16,14,256,203,1818,1647,5,71,Johnson County,H1
145,7245,3500,3745,2191,2220,1256,1458,11,16,12,22,0,0,30,29,80,62,5,73,Lafayette County,H1
146,17058,8381,8677,8151,8446,77,79,38,35,16,20,2,2,97,95,108,98,5,75,Lawrence County,H1
147,9969,5562,4407,2537,1723,2904,2556,33,23,26,23,2,0,60,82,132,101,5,77,Lee County,H1
148,14029,8547,5482,5412,4119,2987,1235,35,29,31,11,1,0,81,88,315,170,5,79,Lincoln County,H1
149,12734,6267,6467,4819,4854,1193,1327,107,108,16,30,6,2,126,146,207,198,5,81,Little River County,H1
150,22078,10973,11105,10273,10454,173,153,121,126,225,169,3,1,178,202,302,267,5,83,Logan County,H1
151,70783,34911,35872,31818,32269,1995,2302,239,233,232,443,38,23,589,602,1479,1231,5,85,Lonoke County,H1
152,15701,7878,7823,7551,7459,28,30,132,119,43,61,17,19,107,135,461,383,5,87,Madison County,H1
153,16440,8204,8236,7949,7958,29,33,59,83,10,33,5,5,152,124,201,182,5,89,Marion County,H1
154,43430,21373,22057,15643,15666,5097,5633,163,178,106,133,9,15,355,432,689,599,5,91,Miller County,H1
155,44711,21771,22940,14025,14171,7208,8245,112,88,121,119,6,10,299,307,892,832,5,93,Mississippi County,H1
156,7663,3643,4020,2063,2280,1464,1636,26,26,27,23,1,0,62,55,86,64,5,95,Monroe County,H1
157,9216,4609,4607,4396,4388,29,22,60,44,24,42,1,2,99,109,160,165,5,97,Montgomery County,H1
158,8788,4333,4455,2926,2966,1294,1393,25,18,12,16,3,1,73,61,147,145,5,99,Nevada County,H1
159,8076,4065,4011,3910,3827,8,7,47,61,5,19,1,0,94,97,63,62,5,101,Newton County,H1
160,24960,11797,13163,6978,7348,4488,5490,53,40,59,54,4,8,215,223,281,213,5,103,Ouachita County,H1
161,10340,5175,5165,4901,4922,118,107,44,35,9,12,1,1,102,88,167,131,5,105,Perry County,H1
162,20388,9568,10820,3597,3752,5772,6891,39,29,40,37,1,1,119,110,176,151,5,107,Phillips County,H1
163,11116,5530,5586,5149,5240,194,174,63,49,34,40,0,4,90,79,386,346,5,109,Pike County,H1
164,24150,11731,12419,10589,11189,908,971,37,33,20,40,5,4,172,182,349,294,5,111,Poinsett County,H1
165,20353,10020,10333,9467,9798,57,44,187,192,48,76,8,1,253,222,651,598,5,113,Polk County,H1
166,62483,31067,31416,28643,29203,1083,903,298,304,328,362,26,26,689,618,2657,2283,5,115,Pope County,H1
167,8366,4116,4250,3593,3636,456,546,13,19,4,5,4,0,46,44,54,36,5,117,Prairie County,H1
168,391352,187851,203501,114533,118325,64257,75350,1100,1026,3974,4693,143,109,3844,3998,12715,10335,5,119,Pulaski County,H1
169,17624,8659,8965,8401,8704,92,73,44,39,10,30,1,4,111,115,182,144,5,121,Randolph County,H1
170,27300,14979,12321,7000,5172,7525,6857,144,48,87,63,9,3,214,178,1028,181,5,123,St. Francis County,H1
171,114284,56126,58158,51101,52704,3362,3581,352,322,526,692,21,40,764,819,2425,2222,5,125,Saline County,H1
172,10905,5523,5382,5048,4899,43,38,130,128,185,192,1,3,116,122,453,363,5,127,Scott County,H1
173,7981,4018,3963,3845,3787,14,12,54,53,11,8,1,0,93,103,104,55,5,129,Searcy County,H1
174,127225,62222,65003,51662,54005,4246,4298,1475,1384,2697,2961,141,161,2001,2194,8630,8039,5,131,Sebastian County,H1
175,17317,8595,8722,7730,7735,361,402,260,308,34,50,22,22,188,205,2932,2641,5,133,Sevier County,H1
176,17098,8458,8640,8067,8301,70,58,105,78,60,43,1,2,155,158,154,195,5,135,Sharp County,H1
177,12490,6191,6299,5966,6119,17,20,56,42,29,27,3,1,120,90,114,88,5,137,Stone County,H1
178,40620,19725,20895,12988,13273,6230,7029,89,110,124,169,10,10,284,304,771,686,5,139,Union County,H1
179,16994,8428,8566,8112,8230,59,54,79,71,19,40,2,1,157,170,274,214,5,141,Van Buren County,H1
180,216480,108234,108246,94560,95239,3986,3365,1599,1576,2753,2823,2652,2374,2684,2869,18103,16723,5,143,Washington County,H1
181,78685,38580,40105,35499,37098,1841,1691,255,249,263,278,27,25,695,764,1761,1458,5,145,White County,H1
182,7037,3353,3684,2397,2579,882,1021,9,14,9,6,1,4,55,60,64,53,5,147,Woodruff County,H1
183,21797,10894,10903,10249,10283,226,192,99,108,161,173,10,7,149,140,2143,1997,5,149,Yell County,H1
184,1583845,776086,807759,412244,410718,92128,103980,9242,8689,215023,234658,7495,8019,39954,41695,181459,176692,6,1,Alameda County,H1
185,1144,601,543,430,392,4,1,141,134,4,6,0,0,22,10,68,35,6,3,Alpine County,H1
186,36591,19449,17142,17446,15822,677,92,457,333,231,253,49,41,589,601,2858,1802,6,5,Amador County,H1
187,222154,109988,112166,95348,97833,2198,1726,2710,2753,4976,4902,309,293,4447,4659,17289,16525,6,7,Butte County,H1
188,44574,22287,22287,20500,20563,286,146,414,384,281,377,46,42,760,775,2582,2376,6,9,Calaveras County,H1
189,21389,11004,10385,10094,9534,148,110,287,276,179,193,61,58,235,214,6494,5812,6,11,Colusa County,H1
190,1095959,534454,561505,367347,375973,49069,56104,5513,5202,82549,93000,3023,3264,26953,27962,137280,135944,6,13,Contra Costa County,H1
191,27821,15424,12397,11934,9963,965,61,1311,1230,511,507,23,19,680,617,3560,1765,6,15,Del Norte County,H1
192,181480,90761,90719,82016,81617,964,698,1218,1173,3252,3926,171,198,3140,3107,11468,11157,6,17,El Dorado County,H1
193,955217,476427,478790,369658,370506,28049,28001,14258,14141,49476,50763,1272,1254,13714,14125,250228,242968,6,19,Fresno County,H1
194,27943,14137,13806,12725,12453,195,116,430,416,400,421,22,25,365,375,5777,5259,6,21,Glenn County,H1
195,134640,67340,67300,56765,56628,1063,719,4181,4272,1652,1850,232,206,3447,3625,7230,6940,6,23,Humboldt County,H1
196,177579,90493,87086,80195,79227,4380,1718,2188,2327,2022,2109,179,170,1529,1535,72191,73272,6,25,Imperial County,H1
197,18403,9232,9171,7584,7437,104,59,1125,1228,127,150,18,9,274,288,1909,1893,6,27,Inyo County,H1
198,865787,443836,421951,368579,349525,29112,25118,11549,11104,20679,22008,1175,1097,12742,13099,229346,211838,6,29,Kern County,H1
199,150748,83778,66970,67431,55386,7786,3382,2393,2111,3057,3378,241,266,2870,2447,43644,35789,6,31,Kings County,H1
200,63803,31845,31958,27948,28157,714,578,1312,1331,384,465,85,80,1402,1347,6089,5695,6,33,Lake County,H1
201,32176,20417,11759,16015,10318,2581,151,837,508,273,180,133,85,578,517,4464,1419,6,35,Lassen County,H1
202,10045175,4949207,5095968,3589817,3589074,435984,488574,74930,71698,688465,780980,18706,18940,141305,146702,2416254,2429190,6,37,Los Angeles County,H1
203,152125,73877,78248,64575,67009,2160,3858,3371,3436,1754,1921,193,198,1824,1826,42571,42221,6,39,Madera County,H1
204,258552,126237,132315,108751,114119,4635,2784,1564,1133,6488,8978,296,360,4503,4941,21368,19365,6,41,Marin County,H1
205,17734,8994,8740,8102,7907,119,68,320,268,115,133,19,12,319,352,902,869,6,43,Mariposa County,H1
206,87373,43507,43866,37790,37945,523,306,2759,2727,674,1113,102,105,1659,1670,10825,9786,6,45,Mendocino County,H1
207,263312,132845,130467,109059,107263,5639,5262,3254,3060,10595,10445,536,433,3762,4004,76462,73401,6,47,Merced County,H1
208,9110,4623,4487,4124,4003,79,24,216,240,42,53,19,11,143,156,702,641,6,49,Modoc County,H1
209,14037,7474,6563,6882,6015,63,37,201,193,96,139,41,10,191,169,2008,1845,6,51,Mono County,H1
210,429109,219787,209322,181849,173010,9386,5924,5885,5451,13457,15850,1319,1241,7891,7846,126963,117200,6,53,Monterey County,H1
211,140413,69798,70615,59565,60029,1785,1401,911,834,5134,5894,243,277,2160,2180,24168,22539,6,55,Napa County,H1
212,98142,48416,49726,45456,46588,316,203,599,587,585,764,68,76,1392,1508,4557,4255,6,57,Nevada County,H1
213,3120180,1541865,1578315,1150099,1159177,33257,31024,16792,16321,285513,315537,6114,5989,50090,50267,535887,530531,6,59,Orange County,H1
214,366858,179134,187724,154935,161728,3303,2782,1935,2026,11457,13469,458,461,7046,7258,24526,24617,6,61,Placer County,H1
215,18841,9440,9401,8590,8575,108,91,289,300,103,100,17,10,333,325,830,747,6,63,Plumas County,H1
216,2295816,1142773,1153043,925979,926499,80597,80343,21424,21438,71960,81472,4894,4856,37919,38435,541329,536870,6,65,Riverside County,H1
217,1462338,715088,747250,466855,483483,77383,81213,11354,11473,109126,118035,8425,9023,41945,44023,163870,162246,6,67,Sacramento County,H1
218,57605,28821,28784,25588,25553,424,321,855,891,891,1021,116,91,947,907,16855,16570,6,69,San Benito County,H1
219,2091599,1040395,1051204,812321,809536,96713,102806,21321,20875,70588,77890,4771,4789,34681,35308,534966,533544,6,71,San Bernardino County,H1
220,3223645,1618596,1605049,1247163,1221627,95298,83938,21676,20663,177127,201498,9776,9499,67556,67824,525628,535604,6,73,San Diego County,H1
221,840715,428035,412680,244239,211331,25844,23975,3963,2961,134500,155305,1984,1971,17505,17137,68109,60698,6,75,San Francisco County,H6
222,704654,350029,354625,240997,241215,27910,28811,7098,6822,53864,57303,2588,2489,17572,17985,143546,139122,6,77,San Joaquin County,H1
223,276308,140848,135460,124358,122205,4614,1456,1957,1853,5058,5206,296,272,4565,4468,31641,28583,6,79,San Luis Obispo County,H1
224,750109,369192,380917,237051,236582,11481,10997,3327,3010,94979,107479,5864,6179,16490,16670,95593,94169,6,81,San Mateo County,H1
225,436248,218865,217383,188593,187495,5896,4446,4832,4558,11650,12754,593,439,7301,7691,98560,93758,6,83,Santa Barbara County,H1
226,1871140,940391,930749,541858,523484,28062,25940,12528,12113,315667,327905,4453,4488,37823,36819,252151,245803,6,85,Santa Clara County,H1
227,269277,133790,135487,117809,118820,2123,1677,2492,2283,5973,7013,247,241,5146,5453,44673,43893,6,87,Santa Cruz County,H1
228,179041,87858,91183,77798,81105,1020,774,2755,2828,2459,2576,178,156,3648,3744,8208,8186,6,89,Shasta County,H1
229,3035,1519,1516,1429,1444,10,2,31,26,5,8,3,1,41,35,144,136,6,91,Sierra County,H1
230,43635,21694,21941,18952,19186,383,258,1041,1016,252,313,71,54,995,1114,2572,2457,6,93,Siskiyou County,H1
231,424770,211537,213233,130725,127424,31882,31406,2732,2566,30070,35335,2150,2148,13978,14354,54997,52230,6,95,Solano County,H1
232,495046,242753,252293,212940,220982,5252,4147,5428,5353,9388,11343,807,1024,8938,9444,66159,61795,6,97,Sonoma County,H1
